id,post_time,media_url,media_type,caption,status,posted_at,instagram_post_id,threads_status,threads_posted_at,threads_post_id
32,2026-08-30 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/30_ichiryu3.mp4,REELS,"今日 8/30（日）は、8月最後の一粒万倍日です。

8月を振り返ると、こんな月でした。
▸ 一粒万倍日 5日
▸ 8/13 新月と一粒万倍日が重なった日
▸ 8/18 一粒万倍日と甲子の日が重なった日
▸ 8/23 60日に一度の己巳の日
▸ 8/28 満月
▸ 天赦日はゼロ

そして、覚えておいてほしい日があります。

10月1日。
この日は天赦日と一粒万倍日が重なります。
2026年に4回しかない組み合わせのひとつです。

大きく始めたいことがある人は、
その日に向けて準備しておくといいかもしれません。

9月の開運日カレンダーは、明日お届けします。
今日、何か小さく始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",posted,2026-08-30 21:05:01,17988352080020383,posted,2026-08-30 21:05:47,17929961853142657
33,2026-08-31 21:00:00,https://tachikoma865.github.io/happyart/reels_output/aug/31_sept_calendar.mp4,REELS,"【保存推奨】9月の開運日カレンダー

お約束していた9月分をお届けします。
スクショして手帳に入れておくと便利です。

🌾 一粒万倍日
9/6（日）9/7（月）9/14（月）9/19（土）9/26（土）

⭐ 今月は 9/6 と 9/7 が2日続きます
「始めること」に向くとされる日が並ぶのは、月に何度もあることではありません。

🌑 新月：9/11（金）12時26分
願いを書き出すタイミングと言われます。

🌕 満月：9/27（日）1時48分
手放すタイミングと言われます。

⛩ 大安
9/4（金）9/10（木）9/14（月）9/20（日）9/26（土）

💰 9/14（月）と 9/26（土）は、一粒万倍日と大安が重なります

🐯 寅の日 9/1・9/13・9/25
🐍 巳の日 9/4・9/16・9/28

そして、覚えておいてほしい日があります。

9月に天赦日はありません。
けれど、そのすぐあと。
10月1日は天赦日と一粒万倍日が重なります。
2026年に4回しかない組み合わせのひとつです。

大きく始めたいことがある方は、
9月のうちに準備を整えておくと、ちょうどいいかもしれません。

9月、何を始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",posted,2026-08-31 21:05:01,18368351536242466,posted,2026-08-31 21:05:48,18376353568236183
34,2026-09-01 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/01_tora.mp4,REELS,"今日 9/1（火）は寅の日です。
9月は、開運日から始まります。

寅は「千里を行って千里を帰る」と言われてきた動物。
出て行ったものが戻ってくる日とされ、
財布の使い始めや旅立ちを合わせる人が多い日です。

9月の寅の日は 9/1・9/13・9/25 の3日。
最後の 9/25 は、中秋の名月と重なります。

月の初めの日でもあるので、
今月やりたいことをひとつだけ決めておきませんか。

大きなことでなくて大丈夫です。
「今月は早めに寝る」でも十分です。

9月、どんな月にしたいですか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
35,2026-09-02 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/02_choice.mp4,REELS,"9月が始まりました。
いまのあなたに必要なものを、直感で。

1・金／2・青／3・桃
考える前に、目が留まった色が答えです。

・
・
・

【1・金】
新しい月に合わせて、動き出したい気持ちが高まっています。
金は昔から豊かさや成功の象徴とされてきた色。
大きく構えず、小さく始めるのが今月の入り方です。

【2・青】
8月の疲れが、まだ少し残っていませんか。
青は静けさの色。始める前に、まず整える。
今週は予定を詰めすぎないほうがうまくいきます。

【3・桃】
誰かと話したい時期に入っています。
桃色は縁を表す色とされてきました。
9月最初の連絡を、あなたからしてみてください。

あなたは何番でしたか？ コメントで教えてください👀

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",draft,,,,,
36,2026-09-03 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/03_tsukihajime.mp4,REELS,"月が変わって3日目。まだ間に合います。

月の初めにしておくと、あとが楽になる3つ。

1. 今月の開運日を手帳に写す
9月は一粒万倍日が5日あります（6・7・14・19・26日）。
先に印をつけておくと、「気づいたら過ぎていた」がなくなります。

2. 財布のレシートを全部出す
先月のお金の流れを、いったんリセットする。
これは言い伝え抜きで、普通に効きます。

3. 今月「やめること」を1つ決める
始めることより、やめることを決めるほうが実は簡単です。
やめた分の時間が、始めたいことの場所になります。

3つとも合わせて10分かかりません。

あなたはどれからやりますか？

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",draft,,,,,
37,2026-09-04 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/04_mi_taian.mp4,REELS,"今日 9/4（金）は、巳の日と大安が重なります。

蛇は弁財天の遣いとされてきました。
弁財天は財をつかさどるとされる神さま。
そこから巳の日は、金運にまつわる日として扱われてきました。

そこに、六曜でもっとも穏やかとされる大安が重なります。

昔からこの日に合わせる人が多いこと。
▸ 財布を新しくする、使い始める
▸ 弁財天を祀る神社にお参りする
▸ お金まわりの予定を立てる

9月の巳の日は 9/4・9/16・9/28 の3日です。
60日に一度の己巳の日は、今月はありません。次は10月に来ます。

今日、財布の中を一度ぜんぶ出してみませんか。

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
38,2026-09-05 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/05_color_purple.mp4,REELS,"昔の日本で、紫はいちばん高い位の色でした。

聖徳太子の冠位十二階。
いちばん上の位に与えられたのが、紫です。

理由のひとつは、染めるのが大変だったから。
紫草という植物の根で染めるのですが、
濃い紫にするには何度も何度も染め重ねる必要がありました。

西洋でも同じです。
貝からごくわずかしか取れない「貝紫」は、
王だけが身につけられる色でした。

東でも西でも、手に入りにくさがそのまま特別さになった色です。

いまでは紫は、直感や内省と結びつけて語られることが多い色。
静かに考えたいとき、なんとなく紫に目が行く人もいるかもしれません。

あなたは紫に、どんな印象がありますか？

#色の意味 #カラー診断 #色占い #開運カラー #スピリチュアル #占い好きな人と繋がりたい #開運",draft,,,,,
39,2026-09-06 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/06_ichiryu.mp4,REELS,"今日 9/6（日）は一粒万倍日です。
そして明日 9/7（月）も一粒万倍日。

「始めること」に向くとされる日が2日続きます。
これは、月に何度もあることではありません。

一粒万倍日は、一粒の籾が万倍にも実るという意味の日。
▸ 財布を使い始める
▸ 口座や積立を開く
▸ 習い事や勉強を始める

2日続くので、こんな使い方もできます。
今日じっくり決めて、明日始める。

日曜に考えて、月曜にスタート。
ちょうどいい並びだと思いませんか。

ひとつだけ。一粒万倍日は「増える」意味の日なので、
借金やものを増やしすぎることは避けたほうがいい、とも言われてきました。

今日、何を決めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
40,2026-09-07 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/07_ichiryu2.mp4,REELS,"昨日始めそびれた人へ。
今日 9/7（月）も一粒万倍日です。

2日連続の2日目。
しかも今日は月曜日。週の始まりと重なります。

昨日「明日からやろう」と思ったことがあるなら、
今日がその「明日」です。

▸ 続けたい習慣をひとつ決める
▸ 積立や貯金の設定をする
▸ 申し込みボタンを押す

始めることは、小さいほど続きます。
「毎朝コップ一杯の水を飲む」くらいで十分です。

次の一粒万倍日は 9/14（月）。
その日は大安とも重なります。

今日、何を始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
41,2026-09-08 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/08_choice.mp4,REELS,"9月、少し急ぎすぎている人へ。

直感で1色選んでください。
1・金／2・青／3・桃

・
・
・

【1・金】
進みたい気持ちは本物です。
ただ、順番だけ先に整理すると、同じ力で倍進めます。

【2・青】
休む予定を「先に」入れてください。
空いたら休もう、の空きは来ません。

【3・桃】
ひとりで抱えていませんか。
相談すると早い時期です。話す相手はもう浮かんでいるはずです。

何番でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",draft,,,,,
42,2026-09-09 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/09_choyo.mp4,REELS,"今日 9/9 は重陽の節句です。

桃の節句（3/3）や端午の節句（5/5）は有名ですが、
9/9 にも節句があることは、あまり知られていません。

昔の考え方では、奇数は「陽」の数。
そのいちばん大きい9が重なる日なので「重陽」です。

菊の節句とも呼ばれ、こんなことがされてきました。
▸ 菊の花を飾る
▸ 菊の花びらを浮かべたお酒をいただく
▸ 菊湯（湯船に菊を浮かべる）に入る

菊は長寿の象徴とされてきた花です。
大人の節句、と言われることもあります。

菊が手元になくても、
今夜ゆっくり湯船に浸かるだけでも、
季節の区切りとしては十分だと思います。

9月9日、どう過ごしますか？

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",draft,,,,,
43,2026-09-10 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/10_taian.mp4,REELS,"今日 9/10（木）は大安です。

六曜のなかで「何をするにも障りがない」とされてきた日。
決めごとや契約、お祝いごとを合わせる人が多い日です。

9月の大安は5日あります。
9/4（金）9/10（木）9/14（月）9/20（日）9/26（土）

覚えておくといいのは、このうち2日。
9/14 と 9/26 は、一粒万倍日とも重なります。

大安は「大いに安し」。
何かを避ける日ではなく、安心して選べる日、という意味合いです。

先延ばしにしていた決めごとがあるなら、
今日はそれを片づけるのに向いた日かもしれません。

今日は何か決めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
44,2026-09-11 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/11_shingetsu.mp4,REELS,"今日 9/11（金）12時26分、新月を迎えます。

月が姿を消して、また満ちていく起点の日。
昔から「願いを立てるタイミング」と言われてきました。

しかも今日は、二十八宿で最良とされる鬼宿日でもあります。

新月に願いを書くときのやり方として、よく言われるもの。
▸ 紙に手で書く
▸ 「〜します」と言い切る形で書く
▸ 10個くらいまでにする
▸ 満月の日に読み返す

読み返す日は 9/27（日）です。

これは占いというより、
自分が何を望んでいるのか整理する作業に近いです。
書いてみると、忘れていた自分の本音が出てきます。

今日、何を書きますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
45,2026-09-12 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/12_choice.mp4,REELS,"今週がんばった人へ。

直感で1色選んでください。
1・金／2・青／3・桃

・
・
・

【1・金】
今週の自分に、もう少し点をあげていい時期です。
できなかったことより、やれたことを数えてください。

【2・青】
土日は充電に使ってください。
何もしない時間は、無駄ではなく準備です。

【3・桃】
会いたい人の顔が浮かんでいませんか。
週末のうちに連絡すると、来週が少し変わります。

明日 9/13 は寅の日。おでかけにいいとされる日です。

何番でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",draft,,,,,
46,2026-09-13 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/13_tora2.mp4,REELS,"今日 9/13（日）は寅の日です。

寅は「千里を行って千里を帰る」動物。
出て行ったものが無事に戻ってくる日とされ、
金運の話とあわせて「旅の日」としても扱われてきました。

今日は日曜日。
出かける予定がある人は、
この日を少し味方につけていると思ってもいいかもしれません。

▸ 少し遠くまで足をのばす
▸ 行ってみたかった場所に行く
▸ 帰りにおいしいものを買って帰る

9月の寅の日は、残り 9/25（金）の1日。
その日は中秋の名月と重なります。

今日はどこかへ出かけますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
47,2026-09-14 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/14_ichiryu_taian.mp4,REELS,"今日 9/14（月）は、一粒万倍日と大安が重なります。

一粒万倍日は「始めること」に向くとされる日。
大安は六曜でもっとも穏やかとされる日。
そして今日は月曜日。週の始まりでもあります。

条件がそろいました。

昔からこの組み合わせに合わせる人が多いこと。
▸ 財布を使い始める
▸ 積立や貯金の設定をする
▸ 習い事や勉強の申し込み
▸ 新しい仕事の話を進める

先週の新月（9/11）に願いを書いた人は、
その1つ目に手をつける日としてもちょうどいいと思います。

9月はもう一度、この組み合わせが来ます。
9/26（土）です。

今日、何を始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
48,2026-09-15 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/15_koromogae.mp4,REELS,"9月も半ば。衣替えの季節が近づいてきました。

しまう前に「手放す基準」を先に決めておくと、迷いません。

1. 今年一度も着なかった服
来年も着ない可能性が高いです。
1年間の実績は、気分より正直です。

2. 「直したら着る」のまま1年たった服
直さないまま来年も置いてある姿が、もう見えています。

3. 着ると気分が下がる服
サイズでも流行でもなく、これがいちばん確かな基準です。

風水では、衣類は縁と結びつけて語られてきました。
新しい服が入る場所をあける、という考え方です。

言い伝えを抜きにしても、
着ない服が場所をふさいでいるのは本当のことです。

今日、1枚だけ選んでみませんか。

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",draft,,,,,
49,2026-09-16 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/16_mi2.mp4,REELS,"今日 9/16（水）は巳の日です。

蛇は弁財天の遣いとされてきました。
弁財天というと金運の神さまとして知られていますが、
もともとはインドの川の神さま。

水の流れる音から、音楽の神さまになり、
言葉や学びの神さまにもなりました。
財の神になったのは、その後です。

だから巳の日は、お金の話だけの日ではありません。
▸ 文章を書く人
▸ 話す仕事の人
▸ 何かを学んでいる人

そういう人にも、ゆかりのある日とされてきました。

書きかけのもの、学びかけのものがある人は、
今日すこしだけ進めてみませんか。

9月の巳の日は、残り 9/28（月）です。

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
50,2026-09-17 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/17_choice.mp4,REELS,"9月の後半へ。
考えないで選んでください。

金・緑・紫

・
・
・

【金】
月の後半、ひとつ動かしたいことがあるはず。
金は豊かさの象徴とされてきた色。
残り2週間で、それは十分動きます。

【緑】
整えたい気持ちが働いています。
緑は再生と調和の色。
ひとつ手放すと、残りの9月の流れが変わります。

【紫】
考えがまとまらないのは、情報が多すぎるからかもしれません。
紫は直感と結びつけられてきた色。
最初に浮かんだ答えに戻ってみてください。

どの色でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",draft,,,,,
51,2026-09-18 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/18_color_akane.mp4,REELS,"茜色は、夕焼けの色です。

茜という植物の根で染めた色で、
日本でもっとも古い染め色のひとつと言われています。

万葉集に「あかねさす」という枕詞があります。
日や光にかかる言葉で、千年以上前から
日本人はこの色に特別な名前を与えていました。

夕焼けは、一日の終わりの色。
だから茜色は、区切りや締めくくりと
結びつけて語られることが多い色です。

終わりの色なのに、暗くない。
むしろ一日でいちばん空が華やぐ時間の色です。

きれいに終わることは、次をきれいに始めることと
つながっているのかもしれません。

秋は夕焼けがきれいな季節です。
今日の帰り道、少しだけ空を見てみませんか。

#色の意味 #カラー診断 #色占い #開運カラー #スピリチュアル #占い好きな人と繋がりたい #開運",draft,,,,,
52,2026-09-19 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/19_ichiryu3.mp4,REELS,"今日 9/19（土）は一粒万倍日です。

今日から連休という人も多いはずです。
今年は 9/21 が敬老の日、9/22 が休日、9/23 が秋分の日。
つなげると5連休になります。

連休の初日が「始めること」に向くとされる日。
いい並びです。

連休にしかできない始め方があります。
▸ 気になっていた場所へ行ってみる
▸ 道具を買いに行く（習い事、運動、料理）
▸ 部屋の模様替えに手をつける

平日の夜には決心できないことが、
連休の初日なら決められたりします。

9月の一粒万倍日は、残り 9/26（土）。
大安と重なる、9月最後の一粒万倍日です。

この連休、何を始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
53,2026-09-20 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/20_higan.mp4,REELS,"今日 9/20（日）から、秋のお彼岸に入ります。

期間は 9/26（土）まで。
まんなかの 9/23（水・秋分の日）が「中日」です。

お彼岸は、ご先祖を思う期間。
お墓参りをしたり、仏壇に手を合わせたり。

供えるのは、秋は「おはぎ」。
春のお彼岸では同じものを「ぼたもち」と呼びます。
萩の花と牡丹の花。季節の花で呼び分けてきました。

遠くてお墓に行けない人も、
手を合わせるだけ、思い出すだけでも
十分だと言われています。

今日は大安でもあります。
連休のなかび、静かに過ごすのにもいい日です。

あなたの家では、お彼岸に何かしますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
54,2026-09-21 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/21_choice.mp4,REELS,"連休のまんなかで。
直感で選んでください。

桃・金・青

・
・
・

【桃】
会いに行く日です。
今日は敬老の日。おじいちゃん、おばあちゃん、
しばらく会っていない人。顔を見せるだけで十分です。

【金】
出かける日です。
迷っていた場所があるなら、今日行ってください。
連休は思ったより早く終わります。

【青】
家でゆっくりする日です。
それは逃げではなく、ちゃんとした選択です。
罪悪感なしで、休んでください。

どの色でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",draft,,,,,
55,2026-09-22 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/22_color_green.mp4,REELS,"青信号、青菜、青々とした緑。

日本語では、緑のものを「青」と呼ぶことがあります。
これには理由があります。

大昔の日本語には、色の名前が4つしかありませんでした。
赤・黒・白・青。

このころの「青」はとても広くて、
いまの緑も、青も、灰色っぽい色まで含んでいました。

緑が独立した色名になったのは、そのあとです。
だから古い言葉づかいには「青」のままの緑が残っています。

緑は若葉の色、芽吹きの色。
そこから、再生や調和と結びつけて語られてきました。

疲れたときに公園や山に行きたくなるのは、
理屈より先に体が知っているのかもしれません。

あなたの身のまわりに、緑はありますか？

#色の意味 #カラー診断 #色占い #開運カラー #スピリチュアル #占い好きな人と繋がりたい #開運",draft,,,,,
56,2026-09-23 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/23_shubun.mp4,REELS,"今日 9/23（水）は秋分の日です。

昼と夜の長さが、ほぼ同じになる日。
そして、お彼岸のまんなかの日（中日）です。

この日、太陽は真東から昇って、真西に沈みます。

仏教には、西のかなたに極楽浄土があるという
「西方浄土」の考え方があります。
太陽が真西に沈む秋分は、
あの世とこの世がいちばん近づく日と考えられてきました。

お彼岸にお墓参りをするのは、この考え方から来ています。

今日を境に、夜のほうが長くなっていきます。
夏が終わって、秋が深くなっていく折り返しの日。

今日の夕日は、真西に沈みます。
少しだけ、見送ってみませんか。

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
57,2026-09-24 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/24_tsukimi.mp4,REELS,"明日 9/25（金）は中秋の名月です。

一年でいちばん月がきれいとされてきた夜。
昔から供えられてきたものには、意味があります。

▸ 月見団子
十五夜にちなんで15個。丸い形は月を表しています。

▸ すすき
稲穂の代わり。収穫への感謝と結びついています。

▸ 里芋
この時期の収穫物。中秋の名月は「芋名月」とも呼ばれます。

ひとつ面白い話を。
中秋の名月は、満月とは限りません。
今年の満月は2日後の 9/27。
「名月必ずしも満月ならず」と言われています。

団子もすすきも無くて大丈夫です。
ベランダから見上げるだけでも、十分お月見です。

明日の夜、空を見る時間はありそうですか？

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",draft,,,,,
58,2026-09-25 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/25_meigetsu.mp4,REELS,"今夜 9/25（金）は中秋の名月です。

旧暦の8月15日にあたる夜の月。
一年でいちばん月がきれいだとされてきました。

空気が澄みはじめて、月の高さもちょうどよく、
夕方の東の空に大きな月が上がってきます。

この時期は里芋の収穫期なので「芋名月」とも呼ばれ、
収穫への感謝と結びついてきた夜です。

そして今日は、9月最後の寅の日でもあります。
名月と寅の日が重なる、ちょっと得した気分の日。

満月そのものは 9/27（日）1時49分。
今夜の月は、満ちる2日前の月です。
それでも十分きれいなはずです。

今夜、月を見上げる時間をつくれそうですか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
59,2026-09-26 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/26_ichiryu_taian2.mp4,REELS,"今日 9/26（土）は、一粒万倍日と大安が重なります。
9月の一粒万倍日は、今日で最後です。

お彼岸が明ける日でもあります。
季節がひとつ進んで、始めるのに向くとされる日。

▸ 財布の使い始め
▸ 積立や申し込み
▸ 週末なので、道具をそろえに行くのもいい日です

そして、覚えておいてほしいのはここからです。

5日後の 10/1（木）。
天赦日と一粒万倍日が重なります。
2026年に4回しかない組み合わせのひとつです。

大きく始めたいことがある人は、
今日は「そのための準備の日」として使えます。
道具をそろえる、調べる、決める。

10/1 に始めるものの準備、今日しておきませんか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
60,2026-09-27 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/27_mangetsu.mp4,REELS,"今日 9/27（日）は満月です。深夜1時49分に満ちました。

月が満ちきって、ここから欠けていく。
だから昔から「手放し」と結びつけられてきました。

9/11 の新月に願いを書いた人は、今日読み返す日です。
半月前の自分が何を書いたか、けっこう忘れているものです。

手放すのは、大げさなことでなくて大丈夫。
▸ 使っていないアプリを消す
▸ 読まないメルマガを解除する
▸ 「いつかやる」のまま止まっている予定をやめる
▸ 衣替え前の服を1枚出す

そして今週木曜、10/1 は天赦日と一粒万倍日が重なる日。

今日手放して空いた場所に、
木曜から新しいものを入れる。いい流れだと思います。

今日、何を手放しますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
61,2026-09-28 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/28_choice.mp4,REELS,"9月を締めくくる前に。
直感で選んでください。

青・茜・桃

・
・
・

【青】
10月の予定を詰めすぎないでください。
先に「休む日」を決めておく。それだけで来月が変わります。

【茜】
夕焼けの色。締めくくりの色とされてきました。
9月のうちに終わらせたいことが、ひとつあるはずです。

【桃】
今月お世話になった人が浮かんでいませんか。
ありがとうは、月をまたぐ前のほうが伝えやすいです。

今日は巳の日。
そして 10/1 の天赦日まで、あと3日です。

どの色でしたか？ コメントで教えてください。

──────────
もっと詳しい色の読みときは、プロフィールの公式LINEで。
無料で受け取れます。

#選択占い #直感占い #色占い #今日の占い #当たる占い #占い好きな人と繋がりたい #スピリチュアル #開運",draft,,,,,
62,2026-09-29 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/29_furikaeri.mp4,REELS,"9月ももうすぐ終わります。
月末に一度立ち止まると、翌月の入り方が変わります。

紙かスマホのメモに、5つだけ書いてみてください。

1. 今月いちばん良かったことは？
2. 今月やめたことは？
3. 続いていることは？
4. 来月に持ち越したくないものは？
5. 10月に始めたいことは？

3分で終わります。単語だけでも十分です。

ひとつ提案があります。
明後日 10/1 は、天赦日と一粒万倍日が重なる
2026年でも指折りの日です。

5番に書いた「10月に始めたいこと」を、
その日に合わせてみてください。

10月の開運日カレンダーは、明日お届けします。

#開運 #開運習慣 #開運アクション #暮らしの知恵 #運気アップ #スピリチュアル #丁寧な暮らし",draft,,,,,
63,2026-09-30 21:00:00,https://tachikoma865.github.io/happyart/reels_output/sep/30_oct_calendar.mp4,REELS,"【保存推奨】10月の開運日カレンダー

まず、いちばん大事な日から。

🌟 明日 10/1（木）は、天赦日と一粒万倍日が重なります
天赦日は「天がすべてを赦す」とされる、暦の上で最上の吉日。
そこに一粒万倍日が重なるのは、2026年に4回だけです。

🌾 一粒万倍日
10/1（木）10/11（日）10/14（水）10/23（金）10/26（月）

🌑 新月：10/11（日）0時50分
この日は一粒万倍日とも重なります。願いを書くのにいい並びです。

🌕 満月：10/26（月）13時11分
この日も一粒万倍日と重なります。

⛩ 大安
10/2（金）10/8（木）10/13（火）10/19（月）10/25（日）10/31（土）

🐯 寅の日 10/7・10/19・10/31
🐍 巳の日 10/10・10/22
💰 10/22（木）は60日に一度の己巳の日です
⭐ 甲子の日 10/17（土）

10月は、役者がそろった月です。
まずは明日。何をひとつ、始めますか？

#開運日 #一粒万倍日 #暦 #吉日 #開運カレンダー #開運 #スピリチュアル #占い好きな人と繋がりたい",draft,,,,,
